9999.793540	0.375130
9999.672994	0.451741
9999.552448	0.473909
9999.431901	0.441537
9999.311355	0.401629
9999.190809	0.371493
9999.070263	0.356473
9998.949716	0.357115
9998.829170	0.367577
9998.708624	0.382262
9998.588078	0.423477
9998.467531	0.487194
9998.346985	0.545694
9998.226439	0.588678
9998.105893	0.617114
9997.985346	0.639431
9997.864800	0.667657
9997.744254	0.711390
9997.623708	0.776276
9997.503161	0.866283
9997.382615	0.980954
9997.262069	1.097026
9997.141523	1.156459
9997.020976	1.141702
9996.900430	1.091772
9996.779884	1.030151
9996.659338	0.959972
9996.538792	0.883062
9996.418245	0.813351
9996.297699	0.824638
9996.177153	0.933469
9996.056607	1.026354
9995.936060	1.098708
9995.815514	1.173846
9995.694968	1.259949
9995.574422	1.350942
9995.453875	1.429413
9995.333329	1.469973
9995.212783	1.447362
9995.092237	1.349079
9994.971690	1.184080
9994.851144	0.982304
9994.730598	0.792278
9994.610052	0.689495
9994.489505	0.675524
9994.368959	0.677827
9994.248413	0.669425
9994.127867	0.648816
9994.007320	0.628143
9993.886774	0.623960
9993.766228	0.649038
9993.645682	0.705497
9993.525135	0.788505
9993.404589	0.894350
9993.284043	1.021297
9993.163497	1.164886
9993.042950	1.309494
9992.922404	1.422212
9992.801858	1.469516
9992.681312	1.451497
9992.560765	1.400778
9992.440219	1.348343
9992.319673	1.315204
9992.199127	1.331006
9992.078580	1.410786
9991.958034	1.526424
9991.837488	1.625227
9991.716942	1.669734
9991.596395	1.637614
9991.475849	1.532324
9991.355303	1.397227
9991.234757	1.274212
9991.114210	1.173565
9990.993664	1.088652
9990.873118	1.008910
9990.752572	0.923857
9990.632025	0.823983
9990.511479	0.702910
9990.390933	0.564557
9990.270387	0.434604
9990.149840	0.349803
9990.029294	0.308139
9989.908748	0.278973
9989.788202	0.271574
9989.667655	0.323364
9989.547109	0.414646
9989.426563	0.544128
9989.306017	0.707341
9989.185470	0.901017
9989.064924	1.124060
9988.944378	1.371675
9988.823832	1.620453
9988.703285	1.801830
9988.582739	1.801610
9988.462193	1.583559
9988.341647	1.265934
9988.221100	0.958511
9988.100554	0.694927
9987.980008	0.474562
9987.859462	0.292139
9987.738915	0.160007
9987.618369	0.154047
9987.497823	0.258939
9987.377277	0.373554
9987.256730	0.468819
9987.136184	0.539493
9987.015638	0.587649
9986.895092	0.613209
9986.774545	0.605955
9986.653999	0.541265
9986.533453	0.432071
9986.412907	0.447945
9986.292360	0.600097
9986.171814	0.868894
9986.051268	1.245862
9985.930722	1.223163
9985.810175	1.037680
9985.689629	0.946821
9985.569083	0.855647
9985.448537	0.823961
9985.327990	0.814989
9985.207444	0.793946
9985.086898	0.739872
9984.966352	0.649527
9984.845805	0.539833
9984.725259	0.449769
9984.604713	0.422824
9984.484167	0.436988
9984.363620	0.483729
9984.243074	0.540998
9984.122528	0.500859
9984.001982	0.485522
9983.881435	0.505171
9983.760889	0.564278
9983.640343	0.666767
9983.519797	0.818728
9983.399250	1.033162
9983.278704	1.341018
9983.158158	1.820734
9983.037612	2.695224
9982.917065	4.453606
9982.796519	5.294890
9982.675973	3.515049
9982.555427	2.069938
9982.434880	1.486857
9982.314334	1.141378
9982.193788	0.855971
9982.073242	1.009382
9981.952695	1.209661
9981.832149	1.353578
9981.711603	1.455097
9981.591057	1.512290
9981.470510	1.510175
9981.349964	1.443816
9981.229418	1.334825
9981.108872	1.212582
9980.988325	1.094676
9980.867779	0.987829
9980.747233	0.894189
9980.626687	0.815471
9980.506140	0.755201
9980.385594	0.720711
9980.265048	0.743409
9980.144502	0.968616
9980.023955	1.292848
9979.903409	1.263754
9979.782863	1.252889
9979.662317	1.246979
9979.541770	1.229201
9979.421224	1.191031
9979.300678	1.133411
9979.180132	1.060082
9979.059585	0.971097
9978.939039	0.862091
9978.818493	0.728869
9978.697947	0.573486
9978.577400	0.413393
9978.456854	0.357492
9978.336308	0.432772
9978.215762	0.506993
9978.095215	0.568490
9977.974669	0.625536
9977.854123	0.679245
9977.733577	0.722424
9977.613030	0.748548
